ID,IP,DATATIME,TOTALUSAGE
"6603185","102.200.218.193","2023-02-03 02:10",1.31
"6603186","102.200.218.193","2023-02-03 02:09",0.96
"6603187","102.200.218.193","2023-02-03 02:08",1.23
"6603188","102.200.218.193","2023-02-03 02:06",1.1
"6603189","102.200.218.193","2023-02-03 02:05",1.56
"6603190","102.200.218.193","2023-02-03 02:04",1.08
"6603191","102.200.218.193","2023-02-03 02:03",0.91
"6603192","102.200.218.193","2023-02-03 02:02",1.2
"6603193","102.200.218.193","2023-02-03 02:01",1.48
"6603194","102.200.218.193","2023-02-03 02:00",1.53
"6603195","102.200.218.193","2023-02-03 01:59",1.33
"6603196","102.200.218.193","2023-02-03 01:58",1.64
"6603197","102.200.218.193","2023-02-03 01:57",1.79
"6603198","102.200.218.193","2023-02-03 01:56",1.07
"6603199","102.200.218.193","2023-02-03 01:55",1.11
"6603200","102.200.218.193","2023-02-03 01:54",1.13
"6603201","102.200.218.193","2023-02-03 01:53",0.97
"6603202","102.200.218.193","2023-02-03 01:52",1.22
"6603203","102.200.218.193","2023-02-03 01:51",0.96
"6603204","102.200.218.193","2023-02-03 01:50",2.39
"6603205","102.200.218.193","2023-02-03 01:49",0.9
"6603206","102.200.218.193","2023-02-03 01:48",1.12
"6603207","102.200.218.193","2023-02-03 01:47",0.97
"6603208","102.200.218.193","2023-02-03 01:46",1.12
"6603209","102.200.218.193","2023-02-03 01:45",1.06
"6603210","102.200.218.193","2023-02-03 01:43",1.04
"6603211","102.200.218.193","2023-02-03 01:42",1.16
"6603212","102.200.218.193","2023-02-03 01:41",0.91
"6603213","102.200.218.193","2023-02-03 01:40",1.25
"6603214","102.200.218.193","2023-02-03 01:39",0.96
"6603215","102.200.218.193","2023-02-03 01:38",1.12
"6603216","102.200.218.193","2023-02-03 01:37",0.94
"6603217","102.200.218.193","2023-02-03 01:36",1.06
"6603218","102.200.218.193","2023-02-03 01:35",1
"6603219","102.200.218.193","2023-02-03 01:34",1.18
"6603220","102.200.218.193","2023-02-03 01:33",1.12
"6603221","102.200.218.193","2023-02-03 01:32",1.56
"6603222","102.200.218.193","2023-02-03 01:31",1.56
"6603223","102.200.218.193","2023-02-03 01:29",1.18
"6603224","102.200.218.193","2023-02-03 01:28",1.27
"6603225","102.200.218.193","2023-02-03 01:27",1.03
"6603226","102.200.218.193","2023-02-03 01:26",1.12
"6603227","102.200.218.193","2023-02-03 01:25",1.03
"6603228","102.200.218.193","2023-02-03 01:24",1.11
"6603229","102.200.218.193","2023-02-03 01:23",0.91
"6603230","102.200.218.193","2023-02-03 01:22",1.18
"6603231","102.200.218.193","2023-02-03 01:21",0.89
"6603232","102.200.218.193","2023-02-03 01:20",1.22
"6603233","102.200.218.193","2023-02-03 01:19",0.88
"6603234","102.200.218.193","2023-02-03 01:18",1.31
"6603235","102.200.218.193","2023-02-03 01:17",0.97
"6603236","102.200.218.193","2023-02-03 01:16",1.25
"6603237","102.200.218.193","2023-02-03 01:15",1.13
"6603238","102.200.218.193","2023-02-03 01:14",2
"6603239","102.200.218.193","2023-02-03 01:13",1.8
"6603240","102.200.218.193","2023-02-03 01:12",1.22
"6603241","102.200.218.193","2023-02-03 01:11",3.46
"6603242","102.200.218.193","2023-02-03 01:10",5.93
"6603243","102.200.218.193","2023-02-03 01:09",0.94
"6603244","102.200.218.193","2023-02-03 01:08",1.15
"6603245","102.200.218.193","2023-02-03 01:07",13.71
"6603246","102.200.218.193","2023-02-03 01:06",14.06
"6603247","102.200.218.193","2023-02-03 01:05",13.84
"6603248","102.200.218.193","2023-02-03 01:03",10.8
"6603249","102.200.218.193","2023-02-03 01:02",9.69
"6603250","102.200.218.193","2023-02-03 01:01",9.69
"6603251","102.200.218.193","2023-02-03 01:00",9.88
"6603252","102.200.218.193","2023-02-03 00:59",9.86
"6603253","102.200.218.193","2023-02-03 00:58",10.48
"6603254","102.200.218.193","2023-02-03 00:57",10.81
"6603255","102.200.218.193","2023-02-03 00:56",12.43
"6603256","102.200.218.193","2023-02-03 00:55",9.53
"6603257","102.200.218.193","2023-02-03 00:54",9.89
"6603258","102.200.218.193","2023-02-03 00:53",10.02
"6603259","102.200.218.193","2023-02-03 00:51",10.65
"6603260","102.200.218.193","2023-02-03 00:50",10.39
"6603261","102.200.218.193","2023-02-03 00:49",9.43
"6603262","102.200.218.193","2023-02-03 00:48",9.54
"6603263","102.200.218.193","2023-02-03 00:47",9.65
"6603264","102.200.218.193","2023-02-03 00:46",9.66
"6603265","102.200.218.193","2023-02-03 00:45",100
"6603266","102.200.218.193","2023-02-03 00:44",100
"6603267","102.200.218.193","2023-02-03 00:43",100
"6603268","102.200.218.193","2023-02-03 00:42",100
"6603269","102.200.218.193","2023-02-03 00:41",15.86
"6603270","102.200.218.193","2023-02-03 00:40",17.39
"6603271","102.200.218.193","2023-02-03 00:39",18.17
"6603272","102.200.218.193","2023-02-03 00:38",18.87
"6603273","102.200.218.193","2023-02-03 00:37",25.39
"6603274","102.200.218.193","2023-02-03 00:36",26.1
"6603275","102.200.218.193","2023-02-03 00:35",31.77
"6603276","102.200.218.193","2023-02-03 00:34",7.76
"6603277","102.200.218.193","2023-02-03 00:33",7.13
"6603278","102.200.218.193","2023-02-03 00:32",6.5
"6603279","102.200.218.193","2023-02-03 00:31",6.28
"6603280","102.200.218.193","2023-02-03 00:30",1.04
"6603281","102.200.218.193","2023-02-03 00:29",0.86
"6603282","102.200.218.193","2023-02-03 00:28",0.92
"6603283","102.200.218.193","2023-02-03 00:27",2.38
"6603284","102.200.218.193","2023-02-03 00:26",4.32
"6603285","102.200.218.193","2023-02-03 00:25",4.59
"6603286","102.200.218.193","2023-02-03 00:23",0.68
"6603287","102.200.218.193","2023-02-03 00:22",0.91
"6603288","102.200.218.193","2023-02-03 00:21",0.75
"6603289","102.200.218.193","2023-02-03 00:20",0.94
"6603290","102.200.218.193","2023-02-03 00:19",0.96
"6603291","102.200.218.193","2023-02-03 00:18",1.11
"6603292","102.200.218.193","2023-02-03 00:17",1.1
"6603293","102.200.218.193","2023-02-03 00:16",37.5
"6603294","102.200.218.193","2023-02-03 00:15",36.5
"6603295","102.200.218.193","2023-02-03 00:13",34.97
"6603296","102.200.218.193","2023-02-03 00:12",26.59
"6603297","102.200.218.193","2023-02-03 00:11",41.95
"6603298","102.200.218.193","2023-02-03 00:10",27.83
"6603299","102.200.218.193","2023-02-03 00:09",31.57
"6603300","102.200.218.193","2023-02-03 00:08",33.35
"6603301","102.200.218.193","2023-02-03 00:07",67.64
"6603302","102.200.218.193","2023-02-03 00:06",50.09
"6603303","102.200.218.193","2023-02-03 00:05",49.23
"6603304","102.200.218.193","2023-02-03 00:04",50.45
"6603305","102.200.218.193","2023-02-03 00:03",50.58
"6603306","102.200.218.193","2023-02-03 00:02",50.57
"6603307","102.200.218.193","2023-02-03 00:01",16.27
"6603308","102.200.218.193","2023-02-03 00:00",7.61
"6603309","102.200.218.193","2023-02-02 23:59",7.61
"6603310","102.200.218.193","2023-02-02 23:58",7.13
"6603311","102.200.218.193","2023-02-02 23:57",7.05
"6603312","102.200.218.193","2023-02-02 23:56",7.14
"6603313","102.200.218.193","2023-02-02 23:55",8.86
"6603314","102.200.218.193","2023-02-02 23:54",7.25
"6603315","102.200.218.193","2023-02-02 23:53",9.67
"6603316","102.200.218.193","2023-02-02 23:52",6.99
"6603317","102.200.218.193","2023-02-02 23:51",2.71
"6603318","102.200.218.193","2023-02-02 23:50",6.17
"6603319","102.200.218.193","2023-02-02 23:49",11.97
"6603320","102.200.218.193","2023-02-02 23:48",90.38
"6603321","102.200.218.193","2023-02-02 23:46",6.54
"6603322","102.200.218.193","2023-02-02 23:45",7.89
"6603323","102.200.218.193","2023-02-02 23:44",10.87
"6603324","102.200.218.193","2023-02-02 23:42",8.38
"6603325","102.200.218.193","2023-02-02 23:41",8.83
"6603326","102.200.218.193","2023-02-02 23:40",9.35
"6603327","102.200.218.193","2023-02-02 23:33",6.73
"6603328","102.200.218.193","2023-02-02 23:32",6.72
"6603329","102.200.218.193","2023-02-02 23:31",6.61
"6603330","102.200.218.193","2023-02-02 23:30",6.61
"6603331","102.200.218.193","2023-02-02 23:29",6.73
"6603332","102.200.218.193","2023-02-02 23:28",6.58
"6603333","102.200.218.193","2023-02-02 23:26",6.81
"6603334","102.200.218.193","2023-02-02 23:25",6.75
"6603335","102.200.218.193","2023-02-02 23:24",6.68
"6603336","102.200.218.193","2023-02-02 23:23",6.75
"6603337","102.200.218.193","2023-02-02 23:22",6.64
"6603338","102.200.218.193","2023-02-02 23:21",6.48
"6603339","102.200.218.193","2023-02-02 23:20",6.79
"6603340","102.200.218.193","2023-02-02 23:19",6.65
"6603341","102.200.218.193","2023-02-02 23:18",7.66
"6603342","102.200.218.193","2023-02-02 23:17",6.67
"6603343","102.200.218.193","2023-02-02 23:16",7.29
"6603344","102.200.218.193","2023-02-02 23:15",7.48
"6603345","102.200.218.193","2023-02-02 23:14",7.22
"6603346","102.200.218.193","2023-02-02 23:13",7.08
"6603347","102.200.218.193","2023-02-02 23:12",6.89
"6603348","102.200.218.193","2023-02-02 23:11",6.77
"6603349","102.200.218.193","2023-02-02 23:10",27.36
"6603350","102.200.218.193","2023-02-02 23:09",38.92
"6603351","102.200.218.193","2023-02-02 23:08",39.42
"6603352","102.200.218.193","2023-02-02 23:06",39.87
"6603353","102.200.218.193","2023-02-02 23:05",13.18
"6603354","102.200.218.193","2023-02-02 23:04",9.29
"6603355","102.200.218.193","2023-02-02 23:03",0.71
"6603356","102.200.218.193","2023-02-02 23:02",0.98
"6603357","102.200.218.193","2023-02-02 23:01",0.71
"6603358","102.200.218.193","2023-02-02 23:00",1.05
"6603359","102.200.218.193","2023-02-02 22:59",0.97
"6603360","102.200.218.193","2023-02-02 22:58",0.98
"6603361","102.200.218.193","2023-02-02 22:57",0.86
"6603362","102.200.218.193","2023-02-02 22:56",0.93
"6603363","102.200.218.193","2023-02-02 22:55",0.74
"6603364","102.200.218.193","2023-02-02 22:54",0.81
"6603365","102.200.218.193","2023-02-02 22:53",0.75
"6603366","102.200.218.193","2023-02-02 22:52",0.98
"6603367","102.200.218.193","2023-02-02 22:51",1.92
"6603368","102.200.218.193","2023-02-02 22:50",2.1
"6603369","102.200.218.193","2023-02-02 22:49",1.95
"6603370","102.200.218.193","2023-02-02 22:48",5.99
"6603371","102.200.218.193","2023-02-02 22:46",6.54
"6603372","102.200.218.193","2023-02-02 22:45",7.02
"6603373","102.200.218.193","2023-02-02 22:44",2.22
"6603374","102.200.218.193","2023-02-02 22:43",2.01
"6603375","102.200.218.193","2023-02-02 22:42",1.82
"6603376","102.200.218.193","2023-02-02 22:41",5.19
"6603377","102.200.218.193","2023-02-02 22:40",7.43
"6603378","102.200.218.193","2023-02-02 22:39",5.74
"6603379","102.200.218.193","2023-02-02 22:38",5.78
"6603380","102.200.218.193","2023-02-02 22:37",2.54
"6603381","102.200.218.193","2023-02-02 22:36",6.49
"6603382","102.200.218.193","2023-02-02 22:35",61.38
"6603383","102.200.218.193","2023-02-02 22:34",0.9
"6603384","102.200.218.193","2023-02-02 22:33",0.73
"6603385","102.200.218.193","2023-02-02 22:32",3.03
"6603386","102.200.218.193","2023-02-02 22:31",0.73
"6603387","102.200.218.193","2023-02-02 22:30",1.06
"6603388","102.200.218.193","2023-02-02 22:28",3.08
"6603389","102.200.218.193","2023-02-02 22:27",6.68
"6603390","102.200.218.193","2023-02-02 22:26",6.3
"6603391","102.200.218.193","2023-02-02 22:25",2.75
"6603392","102.200.218.193","2023-02-02 22:24",10.43
"6603393","102.200.218.193","2023-02-02 22:23",9.54
"6603394","102.200.218.193","2023-02-02 22:22",7.06
"6603395","102.200.218.193","2023-02-02 22:21",6.73
"6603396","102.200.218.193","2023-02-02 22:20",7.04
"6603397","102.200.218.193","2023-02-02 22:19",6.74
"6603398","102.200.218.193","2023-02-02 22:18",6.9
"6603399","102.200.218.193","2023-02-02 22:17",6.81
"6603400","102.200.218.193","2023-02-02 22:16",7.15
"6603401","102.200.218.193","2023-02-02 22:15",1.4
"6603402","102.200.218.193","2023-02-02 22:14",18.75
"6603403","102.200.218.193","2023-02-02 22:13",6.88
"6603404","102.200.218.193","2023-02-02 22:12",7.04
"6603405","102.200.218.193","2023-02-02 22:11",6.88
"6603406","102.200.218.193","2023-02-02 22:10",7.13
"6603407","102.200.218.193","2023-02-02 22:09",7
"6603408","102.200.218.193","2023-02-02 22:08",7.03
"6603409","102.200.218.193","2023-02-02 22:06",9.1
"6603410","102.200.218.193","2023-02-02 22:05",7.14
"6603411","102.200.218.193","2023-02-02 22:04",9.92
"6603412","102.200.218.193","2023-02-02 22:03",10.68
"6603413","102.200.218.193","2023-02-02 22:02",2.49
"6603414","102.200.218.193","2023-02-02 22:01",0.7
"6603415","102.200.218.193","2023-02-02 22:00",0.96
"6603416","102.200.218.193","2023-02-02 21:59",1.12
"6603417","102.200.218.193","2023-02-02 21:58",1.01
"6603418","102.200.218.193","2023-02-02 21:57",0.83
"6603419","102.200.218.193","2023-02-02 21:56",0.86
"6603420","102.200.218.193","2023-02-02 21:55",0.76
"6603421","102.200.218.193","2023-02-02 21:54",0.91
"6603422","102.200.218.193","2023-02-02 21:53",0.7
"6603423","102.200.218.193","2023-02-02 21:51",0.73
"6603424","102.200.218.193","2023-02-02 21:50",1
"6603425","102.200.218.193","2023-02-02 21:49",0.72
"6603426","102.200.218.193","2023-02-02 21:48",1.05
"6603427","102.200.218.193","2023-02-02 21:47",0.79
"6603428","102.200.218.193","2023-02-02 21:46",0.92
"6603429","102.200.218.193","2023-02-02 21:45",0.77
"6603430","102.200.218.193","2023-02-02 21:44",0.83
"6603431","102.200.218.193","2023-02-02 21:43",0.7
"6603432","102.200.218.193","2023-02-02 21:42",1.07
"6603433","102.200.218.193","2023-02-02 21:41",0.75
"6603434","102.200.218.193","2023-02-02 21:40",1.04
"6603435","102.200.218.193","2023-02-02 21:39",0.78
"6603436","102.200.218.193","2023-02-02 21:38",0.94
"6603437","102.200.218.193","2023-02-02 21:37",0.78
"6603438","102.200.218.193","2023-02-02 21:36",0.85
"6603439","102.200.218.193","2023-02-02 21:35",0.8
"6603440","102.200.218.193","2023-02-02 21:34",6.19
"6603441","102.200.218.193","2023-02-02 21:33",9.31
"6603442","102.200.218.193","2023-02-02 21:32",1.18
"6603443","102.200.218.193","2023-02-02 21:31",0.7
"6603444","102.200.218.193","2023-02-02 21:30",0.96
"6603445","102.200.218.193","2023-02-02 21:29",0.85
"6603446","102.200.218.193","2023-02-02 21:28",0.89
"6603447","102.200.218.193","2023-02-02 21:26",0.83
"6603448","102.200.218.193","2023-02-02 21:25",0.8
"6603449","102.200.218.193","2023-02-02 21:24",0.89
"6603450","102.200.218.193","2023-02-02 21:23",0.8
"6603451","102.200.218.193","2023-02-02 21:22",1.15
"6603452","102.200.218.193","2023-02-02 21:21",0.73
"6603453","102.200.218.193","2023-02-02 21:20",1
"6603454","102.200.218.193","2023-02-02 21:19",0.71
"6603455","102.200.218.193","2023-02-02 21:18",0.87
"6603456","102.200.218.193","2023-02-02 21:17",0.73
"6603457","102.200.218.193","2023-02-02 21:16",0.87
"6603458","102.200.218.193","2023-02-02 21:14",0.94
"6603459","102.200.218.193","2023-02-02 21:13",0.72
"6603460","102.200.218.193","2023-02-02 21:12",0.94
"6603461","102.200.218.193","2023-02-02 21:11",0.73
"6603462","102.200.218.193","2023-02-02 21:10",0.94
"6603463","102.200.218.193","2023-02-02 21:09",0.72
"6603464","102.200.218.193","2023-02-02 21:08",0.85
"6603465","102.200.218.193","2023-02-02 21:07",0.76
"6603466","102.200.218.193","2023-02-02 21:06",1.01
"6603467","102.200.218.193","2023-02-02 21:05",0.76
"6603468","102.200.218.193","2023-02-02 21:04",0.87
"6603469","102.200.218.193","2023-02-02 21:03",0.95
"6603470","102.200.218.193","2023-02-02 21:02",0.94
"6603471","102.200.218.193","2023-02-02 21:01",0.76
"6603472","102.200.218.193","2023-02-02 21:00",0.96
"6603473","102.200.218.193","2023-02-02 20:59",0.86
"6603474","102.200.218.193","2023-02-02 20:58",0.95
"6603475","102.200.218.193","2023-02-02 20:57",0.74
"6603476","102.200.218.193","2023-02-02 20:56",0.86
"6603477","102.200.218.193","2023-02-02 20:55",0.78
"6603478","102.200.218.193","2023-02-02 20:54",1.03
"6603479","102.200.218.193","2023-02-02 20:53",0.74
"6603480","102.200.218.193","2023-02-02 20:52",0.96
"6603481","102.200.218.193","2023-02-02 20:51",0.69
"6603482","102.200.218.193","2023-02-02 20:50",1.08
"6603483","102.200.218.193","2023-02-02 20:48",0.97
"6603484","102.200.218.193","2023-02-02 20:46",1.03
"6603485","102.200.218.193","2023-02-02 20:45",1.44
"6603486","102.200.218.193","2023-02-02 20:44",1
"6603487","102.200.218.193","2023-02-02 00:44",1.18
"6603488","102.200.218.193","2023-02-02 00:43",1.34
"6603489","102.200.218.193","2023-02-02 00:42",8.84
"6603490","102.200.218.193","2023-02-02 00:41",2.28
"6603491","102.200.218.193","2023-02-02 00:40",1.3
"6603492","102.200.218.193","2023-02-02 00:39",8.54
"6603493","102.200.218.193","2023-02-02 00:38",14.11
"6603494","102.200.218.193","2023-02-02 00:37",13.8
"6603495","102.200.218.193","2023-02-02 00:36",13.61
"6603496","102.200.218.193","2023-02-02 00:35",11.15
"6603497","102.200.218.193","2023-02-02 00:34",9.6
"6603498","102.200.218.193","2023-02-02 00:33",9.68
"6603499","102.200.218.193","2023-02-02 00:31",9.88
"6603500","102.200.218.193","2023-02-02 00:30",10.21
"6603501","102.200.218.193","2023-02-02 00:29",10.64
"6603502","102.200.218.193","2023-02-02 00:28",10.83
"6603503","102.200.218.193","2023-02-02 00:27",12.69
"6603504","102.200.218.193","2023-02-02 00:26",9.59
"6603505","102.200.218.193","2023-02-02 00:25",9.76
"6603506","102.200.218.193","2023-02-02 00:24",10.09
"6603507","102.200.218.193","2023-02-02 00:23",11.07
"6603508","102.200.218.193","2023-02-02 00:22",12.42
"6603509","102.200.218.193","2023-02-02 00:21",9.95
"6603510","102.200.218.193","2023-02-02 00:20",10.32
"6603511","102.200.218.193","2023-02-02 00:19",9.45
"6603512","102.200.218.193","2023-02-02 00:18",9.62
"6603513","102.200.218.193","2023-02-02 00:17",9.69
"6603514","102.200.218.193","2023-02-02 00:15",45.79
"6603515","102.200.218.193","2023-02-02 00:14",100
"6603516","102.200.218.193","2023-02-02 00:13",100
"6603517","102.200.218.193","2023-02-02 00:12",100
"6603518","102.200.218.193","2023-02-02 00:11",99.99
"6603519","102.200.218.193","2023-02-02 00:10",16.38
"6603520","102.200.218.193","2023-02-02 00:09",16.75
"6603521","102.200.218.193","2023-02-02 00:08",18.2
"6603522","102.200.218.193","2023-02-02 00:07",18.9
"6603523","102.200.218.193","2023-02-02 00:06",24.8
"6603524","102.200.218.193","2023-02-02 00:05",25.69
"6603525","102.200.218.193","2023-02-02 00:04",32.07
"6603526","102.200.218.193","2023-02-02 00:03",7.9
"6603527","102.200.218.193","2023-02-02 00:02",7.38
"6603528","102.200.218.193","2023-02-02 00:01",6.3
"6603529","102.200.218.193","2023-02-02 00:00",6.37
"6603530","102.200.218.193","2023-02-01 23:59",0.75
"6603531","102.200.218.193","2023-02-01 23:58",0.89
"6603532","102.200.218.193","2023-02-01 23:57",0.79
"6603533","102.200.218.193","2023-02-01 23:56",3.16
"6603534","102.200.218.193","2023-02-01 23:55",7.25
"6603535","102.200.218.193","2023-02-01 23:54",4.81
"6603536","102.200.218.193","2023-02-01 23:53",3.49
"6603537","102.200.218.193","2023-02-01 23:51",0.72
"6603538","102.200.218.193","2023-02-01 23:50",1.18
"6603539","102.200.218.193","2023-02-01 23:49",0.73
"6603540","102.200.218.193","2023-02-01 23:48",1.03
"6603541","102.200.218.193","2023-02-01 23:47",0.92
"6603542","102.200.218.193","2023-02-01 23:46",1.24
"6603543","102.200.218.193","2023-02-01 23:45",36.87
"6603544","102.200.218.193","2023-02-01 23:44",35.99
"6603545","102.200.218.193","2023-02-01 23:43",35.9
"6603546","102.200.218.193","2023-02-01 23:42",35.05
"6603547","102.200.218.193","2023-02-01 23:41",26.63
"6603548","102.200.218.193","2023-02-01 23:40",49.27
"6603549","102.200.218.193","2023-02-01 23:39",27.32
"6603550","102.200.218.193","2023-02-01 23:37",33.48
"6603551","102.200.218.193","2023-02-01 23:36",55.19
